10/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,0215897939156;1,03455076979709;1,0215897939;0,5486982952;1,0215897939;805609,049179599;-;-;1,0215897939;0,0008647485;0,00%;1,0000%
11/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,01258405379443;1,01268706476775;1,0125840538;0,5371023658;1,0125840538;788583,689830944;-;-;1,0125840538;0,0008464733;0,00%;1,0000%
12/1974;415,2;-;7536;7536;FALSE;-;-;1;1E-06;1,012807134048;1,00010173078762;1,012807134;0,5304274384;1,012807134;778783,437163467;-;-;1,012807134;0,0008359536;0,00%;1,0000%
01/1975;415,2;-;7536;7536;FALSE;-;-;1;1E-06;1,01517422255526;0,98745525892023;1,0151742226;0,5237200851;1,0151742226;768935,576165242;-;-;1,0151742226;0,0008253828;0,00%;1,0000%
02/1975;415,2;-;7536;7536;FALSE;-;-;1;1E-06;1,01660823030079;0,97269536300354;1,0166082303;0,5158918277;1,0166082303;757441,982943359;-;-;1,0166082303;0,0008130455;0,00%;1,0000%
03/1975;415,2;-;7536;7536;FALSE;-;-;1;1E-06;1,01878743873661;0,95680453296717;1,0187874387;0,5074637528;1,0187874387;745067,72655111;-;-;1,0187874387;0,0007997628;0,00%;1,0000%
04/1975;415,2;-;7536;7536;FALSE;-;-;1;1E-06;1,01995545657016;0,93916011975344;1,0199554566;0,4981056239;1,0199554566;731327,947540324;-;-;1,0199554566;0,0007850144;0,00%;1,0000%
05/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,02305878242641;0,92078542617105;1,0230587824;0,4883601737;1,0230587824;717019,496125438;-;-;1,0230587824;0,0007696556;0,00%;1,0000%
06/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,01827029795953;0,90003178897228;1,018270298;0,4773529948;1,018270298;700858,551279784;-;-;1,018270298;0,0007523083;0,00%;1,0000%
07/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,01710404963528;0,88388298350233;1,0171040496;0,4687880966;1,0171040496;688283,408329012;-;-;1,0171040496;0,00073881;0,00%;1,0000%
08/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,01557991921523;0,86901923536661;1,0155799192;0,4609047587;1,0155799192;676708,944946018;-;-;1,0155799192;0,0007263859;0,00%;1,0000%
09/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,02029220779221;0,8556876902786;1,0202922078;0,4538340607;1,0202922078;666327,614540595;-;-;1,0202922078;0,0007152424;0,00%;1,0000%
10/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,02171837708831;0,83866923979573;1,0217183771;0,4448079259;1,0217183771;653075,275349255;-;-;1,0217183771;0,0007010173;0,00%;1,0000%
11/1975;532,8;-;10020;10400;FALSE;-;-;1;1E-06;1,01946585688702;0,82084188618176;1,0194658569;0,4353527703;1,0194658569;639193,039876984;-;-;1,0194658569;0,0006861159;0,00%;1,0000%
